"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"63","EDCS-73600119","Arabia","Amman / Philadelphia",193,193,"miliaria",NA,NA,"Imp(erator) Caesar P(ublius) Helvius Pertinax Aug(ustus) princep[s senatus co(n)s(ul) iterum pontifex maximus tribunicia{e} potestas(!) p(ater) p(atriae) et Caesar Lucius(!) Helvius filius princeps iuventutis per P(ublium) Aelium Severianu(m) Maximum leg(atum) Aug(usti) pro praetorem","Imperator Caesar Publius Helvius Pertinax Augustus princeps senatus consul iterum pontifex maximus tribunicia potestas pater patriae et Caesar Lucius Helvius filius princeps iuventutis per Publium Aelium Severianum Maximum legatum Augusti pro praetorem",NA,31.9515694,35.9239625,"lapis"
"64","EDCS-73600121","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,NA,NA,"GR",31.9515694,35.9239625,"lapis"
"65","EDCS-73600120","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"66","EDCS-73600122","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"67","EDCS-73600123","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"68","EDCS-73600124","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"69","EDCS-73600125","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"70","EDCS-73600126","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"71","EDCS-73600127","Arabia","Amman / Philadelphia",193,193,"miliaria",NA,NA,"Imp(erator) Caesar P(ublius) Helvius Pertinax Aug(ustus) princep[s senatus co(n)s(ul) iterum pontifex maximus tribunicia{e} potestas(!) p(ater) p(atriae) et Caesar Lucius(!) Helvius filius princeps iuventutis per P(ublium) Aelium Severianu(m) Maximum leg(atum) Aug(usti) pro praetorem","Imperator Caesar Publius Helvius Pertinax Augustus princeps senatus consul iterum pontifex maximus tribunicia potestas pater patriae et Caesar Lucius Helvius filius princeps iuventutis per Publium Aelium Severianum Maximum legatum Augusti pro praetorem",NA,31.9515694,35.9239625,"lapis"
"72","EDCS-73600128","Arabia","Amman / Philadelphia",270,271,"miliaria",NA,NA,"Imp(eratori) Caesari L(ucio) Iulio Aurelio Septimio Vaballatho Athenodoro [Persico maxi]m[o] [Ar]a[bico maximo] Adiabenico maximo Pio Felici Invicto Aug(usto)","Imperatori Caesari Lucio Iulio Aurelio Septimio Vaballatho Athenodoro Persico maximo Arabico maximo Adiabenico maximo Pio Felici Invicto Augusto",NA,31.9515694,35.9239625,"lapis"
"73","EDCS-73600129","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"74","EDCS-73600130","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"75","EDCS-73600131","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"76","EDCS-73600132","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"77","EDCS-73600133","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"78","EDCS-73600134","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"79","EDCS-73600135","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"80","EDCS-73600136","Arabia","Amman / Philadelphia",214,214,"miliaria",NA,NA,"Imp(erator) Caes(ar) M(arcus) Aurelius Severus Antoninus Pius Felix Aug(ustus) Parthicus max(imus) Britan(n)icus max(imus) pont(ifex) max(imus) trib(unicia) pot(estate) XVII imperator III co(n)s(ul) IIII p(ater) p(atriae) proco(n)s(ul) per Furnium Iulianum leg(atum) pr(o) pr(aetore) co(n)s(ulem) des(ignatum) XXXVII //","Imperator Caesar Marcus Aurelius Severus Antoninus Pius Felix Augustus Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XVII imperator III consul IIII pater patriae proconsul per Furnium Iulianum legatum pro praetore consulem designatum XXXVII","GR",31.9515694,35.9239625,"lapis"
"81","EDCS-73600137","Arabia","Amman / Philadelphia",235,238,"miliaria","tituli operum",NA,"[Imp(erator)] Caesar [Gaiu]s Iulius Ve[rus Max]imins Pi[us Feli]x Aug(ustus) via[m m]univit [per Si]monium [Iuli]anum leg(atum) [Aug(usti) pr(o) pr(aetore) co(n)s(ulem) des(ignatum)","Imperator Caesar Gaius Iulius Verus Maximins Pius Felix Augustus viam munivit per Simonium Iulianum legatum Augusti pro praetore consulem designatum",NA,31.9515694,35.9239625,"lapis"
"82","EDCS-73600138","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"83","EDCS-73600139","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"84","EDCS-73600140","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"85","EDCS-73600141","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"86","EDCS-73600142","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"87","EDCS-73600143","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"88","EDCS-73600144","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"89","EDCS-73600145","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"90","EDCS-73600146","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"91","EDCS-73600147","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"92","EDCS-73600148","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"93","EDCS-73600149","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"94","EDCS-73600150","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"95","EDCS-73600151","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"96","EDCS-73600152","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"97","EDCS-73600153","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"98","EDCS-73600154","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"99","EDCS-73600155","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"100","EDCS-73600156","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"101","EDCS-73600157","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"102","EDCS-73600158","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"103","EDCS-73600159","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"104","EDCS-73600160","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"105","EDCS-73600161","Arabia","Amman / Philadelphia",NA,162,"miliaria","tituli sacri",NA,"to 162;   b:  181 to 181         

 
 
Imp(erator) Caesar M(arcus) Aurelius Antoninus Aug(ustus) Pius pontifex max(imus) trib(unicia) potest(ate) XVI co(n)s(ul) III et Imp(erator) Caesar L(ucius) Aurelius Verus Aug(ustus) trib(unicia) potest(ate) II co(n)s(ul) II divi Antonini filii divi Hadriani nepotes divi Traiani Parthici pronepotes refecerunt per P(ublium) Iulium Geminium Marcianum leg(atum) Augustorum pr(o) pr(aetore) // Imp(erator) [Caes(ar)] M(arcus) Aurelius Antoninus [Aug(ustus)] pont(ifex) max(imus) trib(unicia) pot(estate) VI co(n)s(ul) III p(ater) p(atriae) refecit per Fl(avium) Iulium Frontonem leg(atum) Aug(usti) pr(o) pr(aetore) a Bostra XL","Imperator Caesar Marcus Aurelius Antoninus Augustus Pius pontifex maximus tribunicia potestate XVI consul III et Imperator Caesar Lucius Aurelius Verus Augustus tribunicia potestate II consul II divi Antonini filii divi Hadriani nepotes divi Traiani Parthici pronepotes refecerunt per Publium Iulium Geminium Marcianum legatum Augustorum pro praetore Imperator Caesar Marcus Aurelius Antoninus Augustus pontifex maximus tribunicia potestate VI consul III pater patriae refecit per Flavium Iulium Frontonem legatum Augusti pro praetore a Bostra XL",NA,31.9515694,35.9239625,"lapis"
"106","EDCS-73600162","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"107","EDCS-73600163","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"108","EDCS-73600164","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"109","EDCS-73600165","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"110","EDCS-73600166","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"111","EDCS-73600167","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"112","EDCS-73600168","Arabia","Amman / Philadelphia",162,162,"miliaria","tituli sacri",NA,"Imp(erator) Caesar M(arcus) Aurelius Antoninus Aug(ustus) Pius pontifex max(imus) trib(unicia) potest(ate) XVI co(n)s(ul) III et Imp(erator) Caesar L(ucius) Aurelius Verus Aug(ustus) trib(unicia) potest(ate) II co(n)s(ul) II divi Antonini filii divi Hadriani nepotes divi Traiani Parthici pronepotes refecerunt per P(ublium) Iulium Geminium Marcianum leg(atum) Augustorum pr(o) pr(aetore)","Imperator Caesar Marcus Aurelius Antoninus Augustus Pius pontifex maximus tribunicia potestate XVI consul III et Imperator Caesar Lucius Aurelius Verus Augustus tribunicia potestate II consul II divi Antonini filii divi Hadriani nepotes divi Traiani Parthici pronepotes refecerunt per Publium Iulium Geminium Marcianum legatum Augustorum pro praetore",NA,31.9515694,35.9239625,"lapis"
"113","EDCS-73600169","Arabia","Amman / Philadelphia",214,214,"miliaria",NA,NA,"Imp(erator) Caes(ar) M(arcus) Aurelius Severus Ant[oninus] Pius Felix Aug(ustus) Parthicus max(imus) Britan(n)icus max(imus) pont(ifex) max(imus) trib(unicia) pot(estate) XVII imperator III co(n)s(ul) IIII p(ater) p(atriae) proco(n)s(ul) per Furnium Iulianum leg(atum) pr(o) pr(aetore) co(n)s(ulem) des(ignatum) //","Imperator Caesar Marcus Aurelius Severus Antoninus Pius Felix Augustus Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XVII imperator III consul IIII pater patriae proconsul per Furnium Iulianum legatum pro praetore consulem designatum","GR",31.9515694,35.9239625,"lapis"
"114","EDCS-73600170","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"115","EDCS-73600171","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"116","EDCS-73600172","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"117","EDCS-73600173","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,NA,NA,"GR",31.9515694,35.9239625,"lapis"
"118","EDCS-73600174","Arabia","Amman / Philadelphia",181,181,"miliaria",NA,NA,"Imp(erator) Caesar Commodus Antoninus Aug(ustus) pont(ifex) max(imus) trib(unicia) pot(estate) VI co(n)s(ul) III p(ater) p(atriae) refecit per Fl(avium) Iulium Frontonem leg(atum) Aug(usti) pr(o) pr(aetore) XLIIII //","Imperator Caesar Commodus Antoninus Augustus pontifex maximus tribunicia potestate VI consul III pater patriae refecit per Flavium Iulium Frontonem legatum Augusti pro praetore XLIIII","GR",31.9515694,35.9239625,"lapis"
"119","EDCS-73600175","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"120","EDCS-73600176","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"121","EDCS-73600177","Arabia","Amman / Philadelphia",306,307,"miliaria",NA,NA,"D(ominis) n(ostris) Gal(erio) Val(erio) Maximiano [et Fl(avio) Val(erio) Severo et Gal(erio) Val(erio)] Max[imino] et Fl(avio) Val(erio) [Constantino] nob(ilissimis) Caes(aribus)","Dominis nostris Galerio Valerio Maximiano et Flavio Valerio Severo et Galerio Valerio Maximino et Flavio Valerio Constantino nobilissimis Caesaribus",NA,31.9515694,35.9239625,"lapis"
"122","EDCS-73600178","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"123","EDCS-73600179","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"124","EDCS-73600180","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"125","EDCS-73600181","Arabia","Amman / Philadelphia",181,181,"miliaria","tituli sacri",NA,"[Imp(erator) Caesar divi M(arci) Antonini fil(ius) divi Pii n]ep(os) di[vi] Hadri[ani pronepos] M(arcus) Aurelius [Commodus A]ntoninus Aug(ustus) pont(ifex) max(imus) trib(unicia) pot(estate) VI co(n)s(ul) III p(ater) p(atriae) refecit per Fl(avium) Iulium Frontonem leg(atum) Aug(usti) pr(o) pr(aetore)","Imperator Caesar divi Marci Antonini filius divi Pii nepos divi Hadriani pronepos Marcus Aurelius Commodus Antoninus Augustus pontifex maximus tribunicia potestate VI consul III pater patriae refecit per Flavium Iulium Frontonem legatum Augusti pro praetore",NA,31.9515694,35.9239625,"lapis"
"126","EDCS-73600182","Arabia","Amman / Philadelphia",306,307,"miliaria",NA,NA,"D(ominis) n(ostris) Gal(erio) Val(erio) Maximiano et Fl(avio) Val(erio) Severo et Gal(erio) Val(erio) Maximino et Fl(avio) Val(erio) Constantino nob(ilissimis) Caes(aribus)","Dominis nostris Galerio Valerio Maximiano et Flavio Valerio Severo et Galerio Valerio Maximino et Flavio Valerio Constantino nobilissimis Caesaribus",NA,31.9515694,35.9239625,"lapis"
"127","EDCS-73600183","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"Imp(erator) aesar [ // ] Maximium [","Imperator aesar Maximium",NA,31.9515694,35.9239625,"lapis"
"128","EDCS-73600184","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"129","EDCS-73600185","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"130","EDCS-73600186","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"131","EDCS-73600187","Arabia","Amman / Philadelphia",194,194,"miliaria",NA,NA,"Imperator Caesar Lucius Septimius Severus Pertinax Aug(ustus) p(ater) p(atriae) trib(unicia) pot(estate) II imp(erator) IIII co(n)s(ul) II per P(ublium) Ael(ium) Severianum Maximum leg(atum) Aug(usti) pr(o) pr(aetore)","Imperator Caesar Lucius Septimius Severus Pertinax Augustus pater patriae tribunicia potestate II imperator IIII consul II per Publium Aelium Severianum Maximum legatum Augusti pro praetore",NA,31.9515694,35.9239625,"lapis"
"132","EDCS-73600188","Arabia","Amman / Philadelphia",292,395,"miliaria",NA,NA,"et Fl(avio) Va]le[rio] Co(n)stantio et G(alerio) Val[erio] Maximiano P(iis) F(elicibus) nob(ilissimis) Caesarib(us)","et Flavio Valerio Constantio et Galerio Valerio Maximiano Piis Felicibus nobilissimis Caesaribus",NA,31.9515694,35.9239625,"lapis"
"133","EDCS-73600189","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"134","EDCS-73600190","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"135","EDCS-73600191","Arabia","Amman / Philadelphia",214,214,"miliaria",NA,NA,"] Furnium Iulianum [","Furnium Iulianum",NA,31.9515694,35.9239625,"lapis"
"136","EDCS-73600192","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"137","EDCS-73600193","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"138","EDCS-73600194","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"139","EDCS-73600195","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"140","EDCS-73600196","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"141","EDCS-73600197","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"142","EDCS-73600198","Arabia","Amman / Philadelphia",129,129,"miliaria","tituli sacri",NA,"[Imp(erator) Caesa]r di[vi Traiani P]arthici f[ili]us divi N[e]rvae nepos Traianus Hadrianu[s Aug(ustus)] pontif[ex m]aximu[s] trib(unicia) [po]test(ate) XIII [c(on)s(ul)] I[II]I refe[ci]t II","Imperator Caesar divi Traiani Parthici filius divi Nervae nepos Traianus Hadrianus Augustus pontifex maximus tribunicia potestate XIII consul IIII refecit II",NA,31.9515694,35.9239625,"lapis"
"143","EDCS-73600363","Arabia","Amman / Philadelphia",361,363,"miliaria",NA,NA,NA,NA,"GR",31.9515694,35.9239625,"lapis"
"144","EDCS-73600364","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"145","EDCS-73600365","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"146","EDCS-73600366","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"147","EDCS-73600367","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"148","EDCS-73600368","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"149","EDCS-73600369","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"150","EDCS-73600370","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"151","EDCS-73600371","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"152","EDCS-73600372","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"153","EDCS-73600373","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"154","EDCS-73600374","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"155","EDCS-73600375","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"156","EDCS-73600376","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,NA,NA,"GR",31.9515694,35.9239625,"lapis"
"157","EDCS-73600377","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"158","EDCS-73600378","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"159","EDCS-73600379","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"160","EDCS-73600380","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"161","EDCS-73600381","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"162","EDCS-73600382","Arabia","Amman / Philadelphia",NA,NA,"miliaria",NA,NA,"?","",NA,31.9515694,35.9239625,"lapis"
"163","EDCS-09701219","Arabia","Angara",NA,NA,"miliaria","tituli sacri",NA,"[Imp(erator) Caesar] / [divi Nervae f(ilius) Nerva Traianus] / [Aug(ustus) Germ(anicus) Dac(icus)] / [pontif(ex) max(imus)] / [trib(unicia) po]tes[t(ate)] / [XV]I i[m]p(erator) VI co(n)s(ul) VI / p(ater) p(atriae) / [ref]ecit per C(aium) Claudiu[m] / [Severum leg(atum) Aug(usti) pr(o) pr(aetore)]","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XVI imperator VI consul VI pater patriae refecit per Caium Claudium Severum legatum Augusti pro praetore",NA,NA,NA,"lapis"
